@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
NC,R2,60,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,44,0
SD,R2,?,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,30,0
CA,U1,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
AL,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
MI,C1,50,U,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
IN,R2,39,H,?,6,F,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,12,10,0
IN,S1,23,H,1,6,M,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,1
WA,S2,61,U,?,2,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,21,28,1
MI,T2,88,H,?,1,M,3,10,1,2,1,0,0,0,0,0,0,0,2,0,0,0,' ',X,14,23,0
MI,R2,75,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,7,8,0
WI,T2,76,H,2,6,F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,5,1
CA,S1,83,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,1
IL,C2,70,H,?,4,M,6,18,0,0,4,0,0,0,0,0,1,6,1,0,0,0,' ',X,13,7,0
MN,R2,44,U,?,4,F,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',7,1,1
MI,R3,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,19,0
AZ,C3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,30,1
MI,R3,73,U,?,2,M,2,9,1,0,2,0,0,0,0,0,0,3,1,0,0,0,' ',' ',13,7,0
SC,T1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,13,0
CA,S1,96,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,19,0
MS,T2,24,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
IN,T1,79,H,?,6,M,8,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,' ',' ',27,3,0
AZ,C3,60,H,1,3,M,2,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',' ',10,3,0
AR,R3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,0
LA,R1,28,H,?,7,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,5,1
IN,R2,68,U,?,3,F,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,' ',X,12,18,0
CA,C2,66,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,15,0
FL,T2,82,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,25,0
FL,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,7,0
WA,S3,58,H,1,4,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
OK,R2,51,H,?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,41,0
MT,C1,61,H,?,4,F,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,32,0
IN,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,36,0
OR,R2,82,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,5,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
GA,S2,?,H,?,1,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
AZ,S3,65,H,1,4,F,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,9,20,1
IL,U2,77,H,?,3,M,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,' ',X,28,32,0
CA,U1,?,H,?,4,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,1
CA,U3,?,H,2,5,F,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,3,0
TX,C2,51,H,2,5,M,3,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,' ',' ',11,1,0
GA,R2,?,H,?,2,U,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,15,0
FL,R1,53,H,?,5,F,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',15,4,1
TX,T2,76,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
AL,T1,42,U,?,5,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,15,0
LA,C1,88,H,?,1,F,8,37,1,0,5,1,1,0,0,0,1,3,0,0,0,1,' ',' ',8,9,0
MT,R3,76,U,?,1,F,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,' ',' ',12,3,0
WY,C3,46,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,27,27,0
IL,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,11,1
CO,T1,58,H,?,6,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
CA,U1,60,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,X,' ',16,5,1
MO,T1,74,H,?,7,M,9,41,1,0,7,0,0,0,0,2,0,4,3,1,0,9,' ',X,13,14,0
NC,T2,34,H,2,2,M,9,7,0,0,3,0,0,0,0,1,0,1,1,0,0,0,' ',' ',28,7,0
TX,S1,57,H,?,2,F,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,11,1
IN,R2,30,H,1,4,F,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,7,0
MN,T1,51,H,?,5,M,9,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,' ',' ',10,2,0
TX,R3,88,U,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',20,8,0
IL,R2,43,H,1,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,1
IN,T2,?,U,?,1,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,14,0
CA,U2,54,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
CA,S2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
NE,R2,52,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,6,9,1
CA,U1,52,U,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',6,6,0
CA,T1,73,H,?,5,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',17,3,1
TN,R3,48,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,2,0
CA,S1,44,H,1,6,U,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,31,9,1
IN,T2,79,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,12,0
CA,R2,?,H,?,5,F,3,8,0,0,2,0,0,1,0,0,0,4,0,0,0,0,' ',X,13,11,0
IL,R2,44,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',30,6,0
IL,U1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,1
TN,S2,71,H,2,3,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,5,0
OR,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',4,1,1
AZ,C1,80,U,?,5,M,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,3,0
FL,T2,73,H,?,2,F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,4,0
IN,S1,34,H,2,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
NM,U4,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
CA,S1,?,H,?,6,M,9,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',X,13,15,0
WI,T2,42,H,?,5,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
NC,C1,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,4,0
KY,R2,?,H,?,1,F,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
KY,R2,46,H,?,5,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,11,0
ND,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,6,0
CA,S1,77,U,?,1,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,27,9,1
AZ,S1,90,U,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
SC,T2,59,H,?,2,M,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,6,0
FL,C2,?,H,?,6,M,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
AZ,C2,32,H,?,4,M,7,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,' ',' ',14,10,0
CA,C2,36,H,?,4,F,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',9,1,1
OR,S1,48,H,?,6,M,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,' ',X,14,10,0
FL,C2,82,U,?,1,F,3,9,0,0,1,0,1,0,0,0,0,2,0,1,0,0,' ',X,7,14,0
KY,C2,50,H,1,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
AL,C2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,10,0
FL,C2,63,H,?,4,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,17,1
TX,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',22,4,0
NC,S1,75,H,?,5,M,9,20,0,0,2,1,1,0,0,0,0,0,0,5,0,2,' ',' ',13,2,1
IL,S2,82,U,?,5,M,6,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,' ',' ',33,15,0
TX,R2,46,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
CA,S1,88,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,0
NC,C1,81,U,?,6,F,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,34,14,0
TX,S1,52,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
WI,R2,92,H,?,2,F,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,29,15,0
IL,C2,84,H,?,2,M,4,9,0,0,1,0,0,1,0,0,0,3,0,0,0,0,' ',X,13,11,0
CA,U1,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
CA,C2,?,' ',?,?,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,1
CO,S3,59,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,13,0
IN,S1,73,U,?,6,M,9,39,0,0,6,0,1,0,0,0,0,2,0,9,0,0,' ',' ',13,6,0
NC,T2,53,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,19,0
TN,S1,88,H,?,5,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,7,6,0
FL,U3,94,H,?,1,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,28,1
CA,S1,56,U,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
UT,C2,48,U,?,5,M,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,10,0
IA,T2,66,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,18,0
NM,T2,53,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
WA,C3,36,H,2,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,25,1
IA,T2,67,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
MI,U4,63,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,4,0
GA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,7,4,0
CA,T1,60,H,?,7,F,7,22,0,0,6,0,0,0,0,2,2,2,4,0,0,0,' ',' ',12,3,0
WA,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
IN,R2,?,U,?,2,M,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,2,' ',X,28,34,0
CA,' ',?,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,29,15,0
CA,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,6,24,0
TX,U1,36,U,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,S1,74,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,1
CA,U1,60,U,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
MO,C3,92,H,?,6,M,6,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,' ',' ',10,5,0
WI,U2,45,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
TX,S3,?,U,?,1,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,10,0
CA,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,22,0
WI,C3,54,H,?,6,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,1,0
CA,C2,52,U,?,1,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,4,0
IL,T1,76,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
MI,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,32,0
AL,T1,76,U,?,6,M,9,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,' ',X,16,18,1
AL,T2,?,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,11,0
OR,C2,?,H,?,6,F,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,20,0
MI,S2,45,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,15,0
MS,R2,78,H,?,6,M,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',X,13,23,0
TX,R2,?,H,?,5,U,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,5,1
IL,T1,40,H,1,5,M,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
MI,T2,72,H,?,2,M,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,1,' ',X,12,5,0
CO,C2,85,U,?,1,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,29,17,1
NC,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',4,6,0
MO,R2,54,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,12,1
TN,C1,74,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,6,0
FL,R2,68,H,?,3,M,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',15,5,0
WI,T2,65,U,?,2,F,7,20,2,0,7,0,1,0,0,1,1,3,1,2,0,0,' ',' ',12,7,0
WA,R2,?,H,2,5,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
TN,S2,72,H,?,3,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,14,0
NV,C1,?,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,14,1
CA,C2,42,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
TX,S1,37,H,3,7,M,9,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,' ',' ',14,6,0
NC,C1,72,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,16,18,0
GA,T2,31,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
FL,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
TX,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,0
WI,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,0
GA,T2,?,H,?,3,F,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
FL,S2,28,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,0
IN,R2,70,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,1
CA,U1,50,H,1,6,M,7,13,0,0,0,1,4,0,1,0,0,1,0,2,0,2,' ',' ',13,4,0
KY,U3,1,H,?,3,F,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',X,11,27,0
ND,T2,55,H,?,3,F,8,16,2,1,4,0,1,0,0,0,0,1,2,0,0,0,' ',X,14,24,1
LA,C1,71,H,?,4,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,26,0
IL,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
IL,R2,58,H,?,5,M,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,14,17,1
GA,S2,?,H,?,5,M,3,22,0,0,4,0,1,0,0,0,0,1,1,1,0,0,' ',' ',13,9,0
TX,S1,93,H,?,6,F,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,' ',X,14,22,1
TX,C1,34,H,?,5,F,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,1
OR,T1,34,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
SC,R3,67,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,13,1
GA,R2,67,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,26,27,1
AZ,U2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,2,0
KS,S2,83,U,?,4,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,33,0
CA,S1,39,H,1,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,9,0
TX,C3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
IL,T2,49,H,?,4,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,0
CA,S1,65,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
GA,T2,48,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,0
TN,T3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,16,0
MS,R2,38,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,5,0
IL,C2,67,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,10,0
MI,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
TN,T2,?,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,1
GA,R2,70,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,8,0
FL,' ',?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,7,14,1
IL,S2,31,H,3,4,M,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,5,0
UT,U2,84,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,8,0
AZ,C1,90,H,?,5,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,9,0
IA,S3,68,H,?,2,M,5,15,0,0,1,0,0,0,0,0,0,3,0,0,0,0,' ',' ',13,5,0
IN,R2,46,H,?,2,M,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,3,1
MI,R2,48,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,4,0
FL,C2,69,H,?,3,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,4,1
NC,S1,46,H,?,7,J,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,14,1
TX,S3,49,H,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
MN,R2,70,U,1,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,21,0
KS,S1,53,H,1,4,F,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,6,0
CA,' ',84,' ',?,6,M,3,13,1,0,2,0,1,0,1,0,1,2,1,0,0,0,' ',' ',8,18,0
NC,T2,?,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,43,1
TX,S1,59,H,1,6,F,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,3,0
CA,T2,75,H,1,6,F,6,21,2,0,3,0,4,0,0,0,0,0,2,2,0,1,' ',' ',12,1,1
AL,C3,83,H,?,1,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,15,0
LA,S1,83,H,?,5,F,9,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,' ',' ',10,1,0
WA,C2,47,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
CA,U3,?,H,?,3,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,8,0
WA,R1,68,H,?,3,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
CA,S2,48,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
MI,U3,88,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
SC,S2,57,H,1,7,F,8,14,0,0,4,0,1,0,1,0,1,2,1,0,0,0,' ',X,9,9,0
TX,T3,58,H,?,4,F,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',11,6,0
CA,U3,47,H,?,4,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,13,0
KY,T2,38,U,?,2,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,S3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
MI,C1,72,H,?,2,F,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,36,22,0
KY,R2,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
GA,C3,51,H,1,3,F,3,12,0,0,3,0,1,1,0,0,0,2,0,0,1,0,' ',' ',6,3,0
FL,C2,91,H,?,2,F,3,6,0,0,1,0,1,0,0,0,0,2,0,0,0,0,' ',' ',13,4,0
AZ,S1,83,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,34,0
SC,T1,42,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,16,0
WI,T2,?,U,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
TX,R3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,0
NC,R2,?,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,1,0
WI,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,6,0
