@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
one,77664,205,22,403328,351,25,6,very_unsat,little,considering,4.37,LEAVE
zero,149516,187,11,266402,279,4,11,unsat,high,actively_looking_into_it,3.52,STAY
zero,154534,209,0,231379,570,21,15,very_unsat,high,actively_looking_into_it,2.1,LEAVE
zero,47013,210,62,503331,225,1,1,very_unsat,little,no,3.17,LEAVE
zero,40503,257,0,686990,857,11,2,unsat,very_little,actively_looking_into_it,6.09,STAY
one,143176,0,0,565654,615,1,10,very_sat,little,considering,4.12,LEAVE
zero,55389,44,13,326337,295,1,4,very_sat,little,considering,2.29,LEAVE
zero,124436,152,52,442533,809,29,2,unsat,little,considering,4.63,STAY
one,97076,0,23,166107,380,1,6,sat,very_high,no,3.07,STAY
zero,121544,198,79,830929,660,11,1,very_unsat,very_high,considering,5.55,LEAVE
one,103796,0,15,605164,421,4,6,very_unsat,very_high,considering,3.66,STAY
zero,152378,0,14,499180,609,0,6,sat,little,no,5.52,STAY
zero,52778,71,86,531233,289,4,1,very_unsat,avg,considering,5.99,LEAVE
zero,126157,207,0,333468,455,17,13,avg,very_little,actively_looking_into_it,5.11,LEAVE
zero,90349,239,0,223850,368,5,9,very_unsat,little,never_thought,1.81,LEAVE
one,58261,49,18,157363,353,4,5,avg,very_high,considering,2.23,LEAVE
one,69449,65,0,441559,234,3,1,very_unsat,little,considering,5.28,STAY
zero,29779,0,84,303916,178,0,2,very_unsat,little,actively_looking_into_it,5.14,STAY
zero,91664,0,33,153548,372,0,2,very_unsat,little,never_thought,6.32,LEAVE
zero,41707,0,51,751745,133,1,9,very_sat,little,perhaps,6.98,STAY
one,117341,197,0,184037,343,16,9,unsat,little,no,4.36,LEAVE
zero,154877,90,0,166299,458,3,11,avg,very_little,no,2.33,LEAVE
one,74840,0,10,906650,324,0,5,very_sat,little,considering,7.97,STAY
one,112283,43,58,180480,423,20,2,very_unsat,very_little,no,5.99,LEAVE
zero,35905,0,85,457745,158,0,2,very_sat,little,perhaps,6.25,STAY
zero,156710,209,88,210389,442,27,1,avg,very_little,no,3.83,LEAVE
zero,35844,54,12,460329,159,4,6,very_unsat,very_little,considering,5.63,STAY
one,70738,196,54,267635,380,28,1,unsat,very_little,actively_looking_into_it,3.93,LEAVE
zero,126192,0,22,188544,480,1,6,sat,little,considering,4.7,STAY
one,57749,0,0,939877,384,0,13,avg,little,considering,5.25,STAY
one,60702,161,48,439871,286,24,1,very_unsat,high,considering,3.17,LEAVE
one,37343,0,0,275440,216,0,10,very_unsat,avg,considering,5.15,STAY
one,22094,59,23,931660,130,5,4,very_sat,little,never_thought,5.91,STAY
zero,139969,0,16,415999,643,1,6,very_sat,high,no,3.73,LEAVE
zero,42466,231,61,262366,181,23,2,very_sat,very_high,actively_looking_into_it,1.55,LEAVE
zero,27832,0,71,172094,195,0,1,very_sat,very_little,actively_looking_into_it,5.46,STAY
zero,38657,40,87,355734,217,5,1,avg,little,actively_looking_into_it,5.69,LEAVE
zero,45428,0,49,209175,163,1,2,very_unsat,little,considering,5.94,LEAVE
zero,129100,0,9,235714,736,0,6,unsat,avg,actively_looking_into_it,2.97,LEAVE
one,145116,62,7,229377,883,3,6,very_unsat,little,actively_looking_into_it,3.33,LEAVE
zero,100192,71,0,868778,268,3,9,very_sat,very_little,considering,6.24,STAY
one,98815,87,57,239429,275,1,2,very_unsat,very_high,no,7.14,STAY
zero,108655,66,16,180991,576,4,5,unsat,high,considering,4.77,STAY
one,89884,230,20,160739,347,24,5,very_sat,avg,never_thought,3.86,LEAVE
one,99801,212,69,170615,311,16,1,avg,very_high,considering,3.07,LEAVE
one,146229,0,55,277111,645,1,1,very_sat,very_high,actively_looking_into_it,7.01,STAY
one,43818,0,86,152883,169,0,2,avg,very_little,actively_looking_into_it,7.15,STAY
zero,89104,37,76,754594,297,4,1,avg,little,perhaps,6.23,STAY
zero,79340,179,0,279847,329,4,13,very_unsat,very_high,no,4.77,LEAVE
one,84148,0,0,201396,370,0,13,very_unsat,high,considering,4.89,LEAVE
zero,71821,224,0,607270,323,16,11,very_unsat,high,considering,8.43,STAY
one,94081,0,0,462462,261,1,15,very_sat,high,no,2.44,LEAVE
one,42483,0,87,997160,421,1,2,sat,little,never_thought,7.23,STAY
one,74059,0,54,268896,251,1,1,very_unsat,very_little,considering,4.98,STAY
zero,34876,145,81,778874,149,11,1,very_unsat,high,actively_looking_into_it,5.29,LEAVE
zero,24567,143,41,465045,143,14,1,very_unsat,little,no,5.41,LEAVE
one,31239,0,75,838261,248,0,2,very_unsat,very_little,considering,4.54,STAY
zero,63552,0,83,847843,378,1,1,very_unsat,high,actively_looking_into_it,4.86,STAY
one,134370,263,65,181697,855,17,1,very_unsat,very_high,considering,4.65,STAY
one,136057,237,28,324009,844,20,5,very_unsat,very_little,considering,5.49,LEAVE
zero,71527,66,87,196491,338,1,1,unsat,very_little,no,7.25,STAY
one,43014,0,24,859790,235,1,6,very_sat,little,never_thought,5.6,LEAVE
one,127716,177,35,289433,171,10,2,very_sat,very_high,no,1.75,LEAVE
zero,143187,0,73,275864,715,14,2,very_unsat,very_high,considering,6.97,LEAVE
one,21132,227,67,516372,213,27,6,unsat,avg,never_thought,2.98,LEAVE
one,121298,0,17,421326,689,0,4,very_unsat,very_high,actively_looking_into_it,4.74,LEAVE
zero,98026,0,19,634647,378,1,5,very_sat,very_little,no,7.59,STAY
zero,39281,245,16,472160,178,19,4,unsat,little,considering,2.53,LEAVE
one,139726,64,0,337487,778,3,14,very_sat,little,actively_looking_into_it,4.13,STAY
one,56677,177,11,908040,270,1,6,sat,little,considering,6.57,STAY
one,76817,207,55,489829,342,13,1,very_sat,little,actively_looking_into_it,5.74,LEAVE
one,20331,64,20,691871,205,3,5,very_sat,avg,never_thought,3.96,STAY
zero,65854,208,13,682393,360,23,6,sat,very_little,no,5.73,LEAVE
zero,31351,178,19,367722,202,28,4,avg,little,actively_looking_into_it,3.58,LEAVE
one,133373,0,0,932768,812,1,11,very_unsat,very_little,actively_looking_into_it,3.48,LEAVE
one,78339,62,0,980113,356,3,13,very_unsat,little,no,6.21,LEAVE
one,136207,0,21,851067,383,0,6,very_sat,very_high,no,3.92,LEAVE
one,77989,221,32,263122,302,3,2,very_sat,little,considering,4.97,LEAVE
one,61640,0,20,279294,301,0,5,very_sat,little,actively_looking_into_it,5.34,STAY
one,38681,0,38,644886,187,0,1,very_unsat,little,considering,5.96,STAY
zero,152006,0,21,217879,645,0,5,very_unsat,very_high,considering,4.84,STAY
one,152125,0,0,834016,220,1,12,very_sat,very_high,perhaps,2.77,LEAVE
zero,108125,74,16,616542,676,4,6,very_sat,little,never_thought,4.71,LEAVE
one,75094,217,0,571738,388,21,4,very_unsat,very_little,considering,4.85,LEAVE
one,119515,68,82,205862,473,5,14,unsat,little,actively_looking_into_it,6.66,STAY
zero,79679,223,11,968229,288,22,4,sat,high,considering,7.27,STAY
one,30182,70,5,216895,713,3,5,very_sat,little,no,5.68,STAY
zero,114741,0,23,412272,337,25,4,very_unsat,very_little,considering,4.87,STAY
one,126673,184,82,670523,523,18,1,very_unsat,little,actively_looking_into_it,5.63,LEAVE
one,149355,54,8,952737,551,3,5,very_sat,very_high,perhaps,3.19,LEAVE
one,72026,49,42,954254,366,28,1,unsat,little,actively_looking_into_it,3.89,LEAVE
one,23886,39,82,223557,245,3,2,very_unsat,high,actively_looking_into_it,6.51,STAY
zero,45000,78,57,173814,213,5,15,unsat,very_little,actively_looking_into_it,7.07,LEAVE
one,35137,0,0,620142,148,1,11,sat,high,considering,5.52,STAY
zero,148287,49,0,799364,465,3,15,very_sat,high,considering,4.57,STAY
one,88043,0,70,413896,277,1,1,very_unsat,high,actively_looking_into_it,6.68,STAY
one,87804,73,0,937951,269,3,9,sat,very_little,actively_looking_into_it,6.99,STAY
zero,45359,0,23,456269,132,1,6,very_unsat,little,considering,3.94,STAY
zero,88499,72,63,157886,289,5,2,very_unsat,very_little,actively_looking_into_it,6.76,STAY
zero,58887,176,6,806198,417,24,5,very_sat,little,perhaps,7.43,STAY
one,46215,79,64,964898,203,3,1,unsat,very_little,never_thought,6.65,STAY
zero,31818,77,8,183876,245,3,5,very_sat,very_high,no,3.78,LEAVE
one,84107,55,58,878382,267,5,2,very_unsat,very_little,actively_looking_into_it,7.34,STAY
one,75249,0,8,205921,366,0,5,very_unsat,little,no,3.68,LEAVE
one,150571,194,50,181164,873,11,2,very_unsat,very_high,actively_looking_into_it,3.59,LEAVE
one,41267,57,19,490668,241,0,6,very_sat,little,no,3.81,LEAVE
one,21154,0,82,980826,358,0,4,very_unsat,little,perhaps,6.37,STAY
one,118741,233,0,992638,573,12,11,very_unsat,very_high,considering,4.03,LEAVE
zero,23881,39,0,715365,168,3,12,unsat,little,never_thought,4.78,STAY
one,119594,202,81,776352,472,15,2,avg,little,perhaps,3.07,STAY
one,53345,0,0,487529,326,0,13,very_sat,little,never_thought,4.28,STAY
zero,33014,81,72,390472,229,5,4,unsat,very_high,actively_looking_into_it,6.51,STAY
zero,54033,47,87,177690,285,0,1,very_unsat,little,actively_looking_into_it,5.59,LEAVE
zero,44393,0,8,917819,234,1,1,very_sat,high,considering,5.64,LEAVE
one,40867,194,20,805187,228,21,2,unsat,very_little,actively_looking_into_it,8.38,STAY
one,156852,54,8,378039,465,3,6,very_sat,very_high,never_thought,4.53,STAY
zero,78361,0,23,476650,369,1,6,very_unsat,high,actively_looking_into_it,2.25,LEAVE
one,49451,0,80,179024,210,0,2,unsat,very_high,no,6.17,LEAVE
one,20493,201,0,202047,167,15,15,very_unsat,very_high,actively_looking_into_it,4.75,LEAVE
one,120503,161,22,284233,642,22,6,unsat,very_little,never_thought,3.17,LEAVE
one,145505,147,0,433633,825,12,10,very_unsat,very_little,actively_looking_into_it,3.97,LEAVE
zero,92647,0,11,751192,278,0,15,very_sat,little,considering,7,STAY
one,41255,56,66,969620,154,3,1,avg,very_high,considering,6.46,STAY
zero,34299,0,0,178287,152,0,13,very_unsat,high,perhaps,2.68,STAY
zero,38705,0,0,271599,249,1,15,very_unsat,little,actively_looking_into_it,6.04,STAY
one,49792,0,8,602019,154,0,5,avg,high,considering,5.85,STAY
zero,34827,211,0,392884,131,26,12,very_unsat,little,considering,3.87,LEAVE
zero,88325,0,8,957637,378,0,2,unsat,very_high,actively_looking_into_it,6.57,STAY
zero,25948,202,32,817215,234,17,2,very_unsat,little,no,6.39,STAY
zero,120299,222,0,752562,555,16,13,very_unsat,very_high,no,3.71,LEAVE
one,111902,70,40,353613,462,3,1,very_sat,little,considering,5.97,STAY
one,104690,208,0,225811,426,12,5,very_unsat,little,never_thought,3.43,LEAVE
zero,140356,175,22,426632,498,26,4,very_unsat,very_little,actively_looking_into_it,4.19,LEAVE
zero,37996,62,60,268238,189,3,1,very_unsat,very_high,never_thought,6.8,STAY
one,29253,0,9,158606,223,1,5,unsat,very_little,actively_looking_into_it,5.03,LEAVE
one,131183,193,7,225042,512,18,5,very_sat,high,considering,4.56,LEAVE
zero,132650,10,34,791696,670,24,2,unsat,very_high,considering,5.56,LEAVE
one,23261,69,0,361622,673,5,9,very_sat,high,considering,4.92,STAY
zero,36219,167,0,486019,244,14,14,avg,very_high,actively_looking_into_it,3.56,LEAVE
zero,31315,42,0,826308,170,3,8,sat,little,actively_looking_into_it,5.35,STAY
zero,156304,0,0,612819,840,23,15,unsat,high,actively_looking_into_it,4.35,LEAVE
one,45087,133,37,249474,228,15,11,very_sat,little,perhaps,4.14,LEAVE
one,44608,43,0,837605,238,3,13,unsat,very_high,actively_looking_into_it,7.08,STAY
one,96992,227,47,849595,322,26,2,very_sat,little,actively_looking_into_it,6.63,STAY
one,25100,59,57,318949,161,4,1,very_sat,high,perhaps,6.44,LEAVE
one,116477,69,35,813047,148,4,1,avg,little,actively_looking_into_it,5.82,STAY
one,96282,0,82,153173,307,0,2,very_sat,very_little,considering,6.41,STAY
one,41269,0,7,447944,204,5,5,very_sat,little,actively_looking_into_it,4.48,STAY
one,86450,0,20,241596,351,1,4,very_unsat,little,actively_looking_into_it,0.27,STAY
zero,117388,51,8,248669,777,5,5,very_sat,very_little,considering,2.66,STAY
zero,21266,82,0,501250,136,4,13,very_unsat,very_little,never_thought,5.14,STAY
one,42995,65,10,864580,190,5,5,very_sat,very_high,never_thought,6.26,STAY
one,140852,0,9,394075,676,1,4,unsat,very_high,actively_looking_into_it,4.27,STAY
one,62758,67,51,781203,295,4,1,very_sat,very_little,actively_looking_into_it,6.74,STAY
one,91928,43,18,673710,373,4,5,very_unsat,high,considering,5.57,STAY
one,36840,51,19,327480,205,3,4,unsat,little,actively_looking_into_it,4.55,LEAVE
one,35084,0,9,320163,158,0,5,very_unsat,very_high,never_thought,3.31,STAY
one,78675,274,54,784904,269,12,2,very_sat,very_little,considering,6.72,LEAVE
zero,90846,67,22,177359,310,3,6,unsat,very_high,never_thought,3.05,STAY
zero,77582,0,42,399421,267,1,2,avg,little,actively_looking_into_it,5.96,LEAVE
zero,94783,230,19,605516,314,11,5,very_sat,little,actively_looking_into_it,6.18,STAY
one,26798,213,9,345332,224,14,6,avg,little,no,3.85,LEAVE
one,21156,241,28,259379,135,24,2,avg,little,no,2.29,LEAVE
zero,135422,40,0,281991,755,4,13,very_unsat,little,no,4.71,LEAVE
one,149223,74,31,687423,630,4,14,very_sat,little,never_thought,6.97,STAY
zero,54058,126,0,282331,337,24,9,very_sat,little,no,3.49,LEAVE
zero,84067,0,44,580462,290,1,2,very_unsat,very_high,considering,3.85,STAY
zero,144122,75,18,197640,667,18,6,unsat,very_high,considering,3.08,STAY
zero,24353,0,83,641576,229,1,2,very_sat,little,never_thought,6.55,STAY
zero,91609,0,40,864181,251,0,1,very_unsat,very_little,considering,6.71,STAY
one,21658,245,16,885445,380,15,5,very_unsat,little,actively_looking_into_it,6.74,LEAVE
zero,129356,48,0,641997,468,5,8,unsat,little,actively_looking_into_it,3.93,STAY
one,60270,223,15,171500,353,25,5,sat,little,actively_looking_into_it,3.45,LEAVE
zero,72924,64,0,973296,285,4,8,very_unsat,little,actively_looking_into_it,7.1,STAY
zero,46307,0,0,551325,208,0,14,avg,little,actively_looking_into_it,3.59,STAY
one,143203,0,33,243880,706,0,2,very_unsat,very_high,considering,5.45,STAY
one,128583,74,0,521463,858,4,11,unsat,high,actively_looking_into_it,4.07,STAY
zero,96527,72,48,910197,286,5,2,very_unsat,little,no,5.22,STAY
one,52628,0,9,164742,338,0,6,very_unsat,very_little,considering,5.08,STAY
one,53568,0,0,338130,305,1,15,very_unsat,little,actively_looking_into_it,2.96,LEAVE
one,30872,0,48,528173,138,1,2,very_unsat,very_high,actively_looking_into_it,5.84,STAY
one,82845,165,59,180441,365,27,2,very_sat,little,actively_looking_into_it,4.55,LEAVE
zero,34414,54,46,255389,396,4,2,unsat,little,actively_looking_into_it,6.3,LEAVE
one,57137,0,24,266296,256,0,10,unsat,very_little,considering,2.54,LEAVE
one,66070,203,12,839228,367,26,5,very_sat,very_high,actively_looking_into_it,5.77,STAY
zero,45878,244,7,555418,157,29,5,very_unsat,little,considering,3.55,LEAVE
one,99924,0,63,415109,260,0,2,avg,little,actively_looking_into_it,6.83,STAY
one,114361,48,0,472320,492,5,9,very_unsat,very_high,considering,3.88,LEAVE
one,40514,0,72,810066,161,1,2,very_unsat,little,considering,6.15,LEAVE
zero,77172,216,52,427613,308,1,1,very_sat,very_high,considering,5.33,LEAVE
zero,71808,50,37,557551,313,3,1,sat,little,considering,6,LEAVE
one,83821,73,16,528336,367,3,5,very_unsat,very_high,considering,3.51,LEAVE
one,154198,0,0,855288,424,1,10,very_unsat,high,considering,3.35,LEAVE
zero,114144,150,60,377682,662,22,4,very_sat,high,actively_looking_into_it,3.31,STAY
one,127409,82,19,834163,657,3,4,avg,little,no,2.85,LEAVE
zero,148910,182,67,766389,783,12,2,sat,avg,considering,3.74,LEAVE
zero,36892,141,12,956427,150,25,6,very_sat,little,perhaps,6.38,STAY
one,47271,64,40,248264,235,1,1,avg,very_high,considering,6.22,LEAVE
zero,105526,0,76,158965,189,19,1,very_unsat,very_little,considering,6.53,STAY
one,139349,0,20,367907,614,0,5,very_sat,little,actively_looking_into_it,3.04,STAY
one,92776,56,0,592427,281,4,15,sat,very_high,considering,3.93,STAY
one,42115,0,0,177714,243,1,9,very_unsat,high,considering,3.33,STAY
zero,31466,71,46,301547,172,4,1,very_sat,little,considering,6.12,LEAVE
zero,99866,239,11,606538,360,18,5,unsat,very_little,never_thought,7.04,STAY
one,32511,71,24,533446,224,3,12,very_unsat,very_high,actively_looking_into_it,4.6,STAY
zero,103002,230,0,261998,778,10,11,very_unsat,very_high,never_thought,2.87,LEAVE
zero,57591,0,5,901706,291,0,4,very_unsat,very_high,considering,7.05,STAY
zero,101252,0,39,852081,820,0,1,very_sat,little,considering,7.07,LEAVE
zero,157170,0,54,422936,185,1,1,very_sat,little,no,5.62,STAY
one,132526,173,0,781411,729,12,14,very_unsat,avg,considering,3.3,LEAVE
one,129903,43,71,658124,412,5,1,very_unsat,very_little,actively_looking_into_it,8.06,LEAVE
one,69543,41,87,502016,373,5,6,very_sat,very_high,actively_looking_into_it,6.98,STAY
one,68047,0,11,565060,337,0,6,very_sat,very_little,considering,2.06,LEAVE
one,43771,40,0,236423,218,4,11,very_unsat,little,never_thought,5.2,STAY
one,97257,0,0,655738,465,0,8,very_sat,very_little,considering,6,STAY
zero,25399,33,12,638497,141,5,5,sat,little,never_thought,5.42,STAY
one,86214,238,0,712203,354,20,1,sat,very_high,considering,5.34,STAY
zero,55900,0,0,419455,375,1,9,very_sat,very_little,considering,4.06,STAY
zero,40926,187,0,213496,186,14,13,very_unsat,little,actively_looking_into_it,2,LEAVE
one,56858,38,23,357855,349,3,5,very_sat,little,no,5.07,STAY
zero,99897,0,0,578837,383,12,13,sat,very_high,considering,5.04,STAY
one,38303,173,57,402755,238,20,2,very_unsat,very_little,considering,1.61,LEAVE
one,36932,0,0,558843,202,1,14,very_unsat,high,no,4.82,STAY
one,79932,0,44,712967,343,1,1,unsat,little,no,6.77,STAY
zero,43305,81,0,958755,194,3,15,unsat,very_little,considering,6.25,STAY
zero,131160,172,85,171079,592,23,2,very_sat,very_high,considering,5.9,LEAVE
zero,21917,43,21,435196,745,5,6,very_sat,little,considering,3.41,STAY
one,31281,199,59,352318,603,17,1,very_sat,very_high,actively_looking_into_it,3.12,LEAVE
zero,49988,180,0,266486,173,22,12,very_unsat,very_high,actively_looking_into_it,4.46,LEAVE
zero,149934,59,86,293734,762,4,2,very_sat,little,actively_looking_into_it,7.1,STAY
one,130467,59,0,492121,524,5,12,unsat,high,never_thought,2.23,LEAVE
zero,36485,190,61,217113,208,4,1,unsat,little,considering,2.81,LEAVE
one,114206,0,40,289414,816,1,2,very_unsat,little,actively_looking_into_it,6.03,LEAVE
zero,121182,0,16,731499,567,1,4,very_unsat,little,considering,3.9,STAY
one,86619,222,7,814793,300,3,4,sat,high,never_thought,5.46,STAY
one,70467,195,48,189699,281,13,5,very_unsat,high,no,4.13,LEAVE
one,112033,0,24,524325,651,1,5,very_unsat,little,considering,5.48,STAY
zero,72991,207,0,293532,392,14,14,very_unsat,very_high,considering,4.94,LEAVE
zero,79472,77,62,727346,357,3,1,unsat,little,actively_looking_into_it,5.37,STAY
one,45697,222,0,273799,211,13,13,very_unsat,very_high,actively_looking_into_it,2.66,LEAVE
one,53603,0,17,426022,308,0,4,very_unsat,little,considering,3.37,LEAVE
one,110179,41,17,202149,785,3,5,very_sat,little,considering,2.34,LEAVE
one,137129,44,0,416469,596,5,13,very_sat,little,considering,5.19,STAY
one,21080,0,12,780276,152,0,5,very_sat,little,no,6.11,STAY
one,25344,0,0,197618,152,5,9,avg,very_little,considering,3.54,STAY
zero,155153,205,33,427601,892,1,1,very_sat,very_high,no,2.93,LEAVE
zero,153743,0,34,523000,459,0,2,very_sat,very_high,considering,6.78,LEAVE
zero,62244,197,63,172607,356,15,2,avg,very_high,considering,2.47,LEAVE
one,33662,236,0,811686,246,26,10,unsat,little,actively_looking_into_it,5.69,STAY
one,35508,0,0,167180,207,0,10,unsat,high,considering,3.23,LEAVE
zero,151360,58,13,457975,875,4,6,very_sat,little,no,3.84,STAY
zero,71799,64,46,266383,264,5,1,very_unsat,high,actively_looking_into_it,8.35,STAY
zero,48189,29,73,228445,162,4,2,unsat,very_little,actively_looking_into_it,7.34,LEAVE
one,59560,65,0,239462,368,4,12,very_unsat,very_little,no,4.32,STAY
zero,37713,76,0,543860,784,29,13,very_sat,little,considering,4.19,STAY
one,28565,46,84,741017,187,3,1,avg,very_high,no,6.28,STAY
one,41572,0,9,838610,239,0,6,very_unsat,very_high,actively_looking_into_it,5.93,STAY
one,51184,61,11,934590,282,3,6,very_unsat,little,considering,7.86,STAY
one,140793,74,24,295322,606,4,8,unsat,very_high,actively_looking_into_it,4.53,STAY
one,25012,0,14,205305,192,0,6,very_unsat,very_high,considering,5.69,STAY
zero,57173,159,6,775509,302,13,4,very_unsat,little,considering,6.04,STAY
zero,44283,166,5,404747,194,26,5,unsat,high,actively_looking_into_it,3.49,LEAVE
one,96180,231,9,549117,365,27,5,unsat,very_high,no,3.31,LEAVE
one,139756,0,16,238350,783,1,5,very_unsat,very_little,no,4.96,STAY
zero,93903,0,87,205473,297,0,1,unsat,very_little,no,5.88,STAY
one,29362,152,8,294763,186,23,6,very_unsat,very_high,considering,2.42,LEAVE
zero,44355,227,23,723913,173,20,4,very_unsat,very_high,considering,6.25,STAY
zero,58412,168,15,154933,359,27,6,very_sat,very_high,actively_looking_into_it,1.28,LEAVE
one,92319,0,37,921538,756,1,1,very_sat,very_high,considering,3.95,LEAVE
zero,46056,0,19,334137,244,0,5,very_unsat,avg,actively_looking_into_it,5.06,STAY
one,22336,48,61,164221,204,4,2,very_sat,little,considering,6.44,LEAVE
one,79572,0,21,635134,315,1,5,very_sat,very_little,considering,8.43,STAY
one,139732,150,18,961835,489,23,6,unsat,avg,actively_looking_into_it,3.56,STAY
one,102497,90,34,977582,770,3,9,very_sat,little,actively_looking_into_it,5.29,LEAVE
one,147191,0,42,564627,538,0,2,very_unsat,very_high,considering,6.99,STAY
zero,65444,226,0,167512,324,25,15,unsat,very_high,actively_looking_into_it,1.6,LEAVE
one,98127,199,0,258666,260,14,15,very_sat,little,actively_looking_into_it,2.36,LEAVE
